date,sales_accuracy,customer_accuracy,actual_sales,predicted_sales,actual_customers,predicted_customers
2024-04-18,70.76343191557756,71.14461923574473,35620.850000000006,46035.164,154.0,198.43728637695312
2024-04-19,9.944138089560369,58.828089359032845,32432.43,61639.734,137.0,193.405517578125
2024-04-20,47.78789341132632,85.45775717877328,43863.759999999995,66765.95,188.0,160.66058349609375
2024-04-21,18.01195663266661,99.2833120380333,35716.63,64999.996,167.0,168.19686889648438
2024-04-22,58.16307196854081,85.23705665101396,33745.3,47863.297,141.0,161.8157501220703
2024-04-23,0.0,44.61192255434783,25728.910000000003,66983.41,115.0,178.6962890625
2024-04-24,71.34605477614295,90.55282509392076,41969.64,53995.598,183.0,165.711669921875
2024-04-25,26.373392729741965,73.3221975313563,35601.9,61814.37,147.0,186.21636962890625
2024-04-26,33.0541323214989,91.48653989338743,44787.96,74771.65,181.0,165.59063720703125
2024-04-27,35.45773901754224,96.21154240199498,43569.71,71690.586,168.0,174.36460876464844
2024-04-28,68.84222677476046,95.10539286845439,37128.25,48696.586,148.0,140.7559814453125
2024-04-29,67.76171812805812,98.41226926991638,33225.07,43936.26,142.0,139.74542236328125
2024-04-30,85.10751387723784,96.47031604734241,29885.269999999997,34335.93,117.0,112.87026977539062
2024-05-01,92.81742473783608,74.94521844582479,47741.119999999995,44312.08,183.0,137.14974975585938
2024-05-02,46.61456297014529,91.10768999372209,31971.5,49039.625,140.0,152.44923400878906
2024-05-03,91.05341011136325,78.5902451023911,38964.38,42450.363,165.0,129.6739044189453
2024-05-04,78.51746016202952,66.31667116855053,54227.16,65876.53,235.0,155.84417724609375
2024-05-05,78.7711984781956,85.69445563751518,44995.270000000004,54547.227,206.0,176.53057861328125
2024-05-06,0.0,38.2628402089685,29209.05,67808.66,123.0,198.93670654296875
2024-05-07,88.76892537438516,82.34132465563323,34961.99,31035.383,152.0,178.8411865234375
2024-05-08,86.52830464617298,87.13617569360977,35658.81,40462.656,156.0,176.06756591796875
2024-05-09,87.6198570153113,85.33439049353966,28874.77,32449.508,130.0,149.06529235839844
2024-05-10,88.75221645053338,97.94045242608762,36811.39,40951.855,153.0,149.84889221191406
2024-05-11,94.91538026880134,80.00184686690415,49475.2,46959.574,193.0,154.403564453125
2024-05-12,99.83075469009266,84.153920953924,40944.82,41014.117,176.0,148.11090087890625
2024-05-13,67.93356722613159,95.69167604871616,36638.58,48387.266,157.0,150.23593139648438
2024-05-14,86.82725121276633,90.20797533866687,35779.770000000004,40492.95,156.0,171.2755584716797
2024-05-15,94.38358926623846,95.92051188151042,37904.14,40032.992,150.0,156.11923217773438
2024-05-16,86.58828300409317,97.2365339832193,43291.6,37485.453,169.0,164.32974243164062
2024-05-17,96.83987705786778,86.86664287860577,38023.58,39225.17,169.0,191.19537353515625
2024-05-18,55.52889731175826,83.32269998421347,63716.740000000005,35381.203,266.0,221.6383819580078
2024-05-19,97.67069903171736,92.58487407977765,55529.23999999999,54235.797,234.0,251.3513946533203
2024-05-20,74.24319190372907,54.16804576080118,37136.850000000006,46702.117,149.0,217.28961181640625
2024-05-21,85.57819679376134,54.51764489850427,26773.739999999998,30634.996,117.0,170.21435546875
2024-05-22,84.30883499166455,85.54595733855987,35205.07,29680.984,143.0,163.66928100585938
2024-05-23,77.94095013333893,77.22623552594865,32634.88,25435.936,140.0,171.88327026367188
2024-05-24,76.47323675473686,87.43673603186447,41743.979999999996,31922.973,178.0,155.63739013671875
2024-05-25,88.18274986867992,76.54135060864826,49649.68,43782.453,215.0,164.56390380859375
2024-05-26,79.75970342156137,95.57906948790259,46150.86,36809.79,196.0,187.33497619628906
2024-05-27,65.9331718069916,64.98573358110386,29396.649999999998,39411.156,139.0,187.66983032226562
2024-05-28,92.92064444965054,88.34683055609045,32013.75,34280.117,142.0,158.54750061035156
2024-05-29,83.29619700030631,84.70926351480551,32714.340000000004,38178.88,143.0,164.86575317382812
2024-05-30,56.361873795015086,87.0446897020527,35513.93,20016.316,153.0,133.17837524414062
2024-05-31,83.54485137446969,69.39349911077235,28811.840000000004,33552.87,123.0,160.64599609375
2024-06-01,94.26898499443159,92.00724283854167,36096.600000000006,34027.9,165.0,151.81195068359375
2024-06-02,83.05806905563762,86.7620068927144,37169.630000000005,30872.377,172.0,149.23065185546875
2024-06-03,45.10598071864219,31.97297469429347,24766.15,38361.285,115.0,193.2310791015625
2024-06-04,81.68234725084505,74.34685601128473,26906.45,31835.08,135.0,169.63174438476562
2024-06-05,99.3305368974619,73.94309820130815,26611.18,26789.332,129.0,162.6134033203125
2024-06-06,85.81932155019602,66.17059577001284,33989.25,38809.156,146.0,195.39093017578125
2024-06-07,93.72589359445179,98.23119381824172,37237.25,34900.945,166.0,168.93621826171875
2024-06-08,77.65922273012194,78.70149518003558,44461.97,34528.82,202.0,158.97702026367188
2024-06-09,90.56631595936905,84.91816116591632,38103.95,34509.344,177.0,150.30514526367188
2024-06-10,96.99824506753586,93.1057889696578,32407.230000000003,33380.016,142.0,151.78977966308594
2024-06-11,73.57730785716058,77.8236744015716,32686.490000000005,41323.14,172.0,133.85671997070312
2024-06-12,40.61850371771344,82.3931224310576,29653.98,47262.957,134.0,157.5932159423828
2024-06-13,62.372660416803846,75.23282036107248,37967.5,52253.66,191.0,143.69468688964844
